epoch,loss,reg_prop_pred_loss,val_loss,val_reg_prop_pred_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
10,973.094482421875,1945.8461354573567,1100.8146158854167,2197.7674153645835,0.7604090372721354,3.8617499669392905,6.111799302743748e-05,0.008068323756257692,0.8873798102140427,0.3428340554237366,6.111799302743748e-05,0.005933698693600793
11,898.745979309082,1797.1546325683594,952.5341186523438,1901.3380940755208,0.7685744762420654,3.7301387786865234,0.0001018428520183079,0.00614950309197108,0.8893429537614187,0.3373291070262591,0.0001018428520183079,0.005187926231883466
12,827.6096954345703,1654.8847910563152,683.9033203125,1364.099365234375,0.7699938813845316,3.7072602907816568,0.00016969938587862998,0.005110321876903375,0.8893982768058777,0.3345895397166411,0.00016969938587862998,0.004634656594134867
13,761.2719777425131,1522.2113240559895,446.2929382324219,888.8481038411459,0.7681013345718384,3.737764755884806,0.0002827550342772156,0.005254706523070733,0.8901270578304926,0.3326229689021905,0.0002827550342772156,0.004122161500466366
14,699.5751698811849,1398.8209838867188,376.92388916015625,750.1660970052084,0.7715811928113302,3.681675910949707,0.0004710941284429282,0.004760806293537219,0.8913003727793694,0.32935405770937604,0.0004710941284429282,0.0037139874863593527
15,642.1194229125977,1283.9118398030598,458.6638488769531,913.6270751953125,0.7704059680302938,3.700618108113607,0.0007847847300581634,0.0037056795166184506,0.8918402766187986,0.3270098889867465,0.0007847847300581634,0.003485858595619599
16,589.2244453430176,1178.124979654948,548.6765340169271,1093.70556640625,0.7737026810646057,3.647481838862101,0.0013070814311504364,0.0033599851497759423,0.8926682695746422,0.32392215604583424,0.0013070814311504364,0.003286179514058555
17,540.6118825276693,1080.8998514811199,496.45310465494794,989.2902221679688,0.7756562829017639,3.6159935792287192,0.002176224486902356,0.0030688324477523565,0.892849512398243,0.32391295954585075,0.002176224486902356,0.003167042935577532
18,494.1416931152344,987.9614562988281,365.9650472005208,728.3042602539062,0.7750457723935446,3.625833590825399,0.0036212082486599684,0.0029595346034814916,0.8931299597024918,0.32191785673300427,0.0036212082486599684,0.00310149872287487
19,450.16446685791016,900.0096893310547,256.3653310139974,509.17909749348956,0.7796550591786703,3.5515406131744385,0.00601985352113843,0.002971140124524633,0.8941773523886999,0.3192234771947066,0.00601985352113843,0.0030663892005880675
20,411.3976694742839,822.4765777587891,198.00098673502603,392.4400634765625,0.7790140509605408,3.561872879664103,0.009991399943828583,0.0031539637905855975,0.8941124851504961,0.31873317062854767,0.009991399943828583,0.0031967664738961807
21,375.2196578979492,750.1166585286459,199.81959025065103,396.0551045735677,0.7776404221852621,3.5840131441752114,0.016539542004466057,0.003769172355532646,0.8926739941040674,0.32259270052115124,0.016539542004466057,0.003649515681900084
22,343.6808624267578,687.029722849528,289.94871012369794,576.2930908203125,0.7763888835906982,3.604184945424398,0.027261018753051758,0.0052599965905149775,0.8899496321876844,0.33187104513247806,0.027261018753051758,0.004657820662638794
23,309.760783513387,619.1723391215006,280.732666015625,557.8487548828125,0.7756410241127014,3.616239070892334,0.04461720213294029,0.007354199265440305,0.8841746797164282,0.34894056742389995,0.04461720213294029,0.006391074295000483
24,281.86400413513184,563.3622258504232,236.5032958984375,469.3030293782552,0.7702686190605164,3.7028324604034424,0.07220327854156494,0.010049772138396898,0.8796340848008791,0.3651434692243735,0.07220327854156494,0.008860402701733014
25,255.18234316507974,509.98556264241535,205.04197692871094,406.2974344889323,0.7651709318161011,3.7849972248077393,0.1147959753870964,0.013322517275810242,0.8753796542684237,0.37773024414976436,0.1147959753870964,0.01214037009049207
26,232.25277519226074,464.1174608866374,144.2896270751953,284.7008870442708,0.7595543464024862,3.8755261103312173,0.17770178616046906,0.016031403094530106,0.8733134915431341,0.3853348679840565,0.17770178616046906,0.015520447632297873
27,210.81197357177734,421.2283020019531,82.91548665364583,161.8701629638672,0.7545482317606608,3.9562151432037354,0.26476824283599854,0.017354981352885563,0.8711004282037417,0.3909079047540824,0.26476824283599854,0.01789794823465248
28,190.71790154774985,381.03606033325195,113.9534912109375,223.92236328125,0.7531898617744446,3.978109359741211,0.3750375509262085,0.0173550130178531,0.8707207689682642,0.39279518152276677,0.3750375509262085,0.01852616830728948
29,172.15887641906738,343.9148801167806,174.5646718343099,344.8291524251302,0.733699639638265,4.29225508371989,0.5,0.0158763291935126,0.8702552691102028,0.39429576074083644,0.5,0.017151517017434042
30,155.0666799545288,309.7298361460368,209.68411254882812,415.02833048502606,0.7312423785527548,4.331861654917399,0.6249624490737915,0.01285046866784493,0.8701827650268873,0.3946167193353176,0.6249624490737915,0.014252832431035737
31,139.00395901997885,277.60543568929035,112.7884012858073,221.44637044270834,0.7441391746203104,4.12398894627889,0.7352317571640015,0.00876798698057731,0.8708161612351736,0.39461906999349594,0.7352317571640015,0.010697373383057615
32,127.14337317148845,253.88697497049967,56.134796142578125,108.17024485270183,0.7459554274876913,4.094714323679606,0.8222982287406921,0.005636387504637241,0.870854323108991,0.39375975107153255,0.8222982287406921,0.007312146578139315
33,113.44162956873576,226.4856678644816,46.93611526489258,89.82151540120442,0.7488858501116434,4.047482093175252,0.885204017162323,0.0036530937844266496,0.870785633722941,0.39339057728648186,0.885204017162323,0.004745074935878317
34,101.3281037012736,202.26020304361978,55.98338190714518,107.76366424560547,0.7393772800763448,4.200741767883301,0.9277967214584351,0.0025405981577932835,0.8705567022164663,0.3930103617409865,0.9277967214584351,0.0032260658723923066
35,91.77338043848674,183.15211073557535,85.84156290690105,167.49499003092447,0.740293025970459,4.1859815915425616,0.9553828239440918,0.0022540881764143705,0.8711977278192838,0.39217623323202133,0.9553828239440918,0.0025899553923712424
36,82.16517814000447,163.93705654144287,99.14448547363281,194.03670756022134,0.7363247871398926,4.249942620595296,0.9727389812469482,0.002381879681100448,0.8721783434351286,0.3909275159239769,0.9727389812469482,0.0024397296947427094
37,74.51448035240173,148.6367713610331,93.09114583333333,181.8511759440104,0.7314407626787821,4.328663190205892,0.9834604859352112,0.0024930535970876613,0.8723118901252747,0.38979194685816765,0.9834604859352112,0.002437417754360164
38,66.23048814137776,132.0691793759664,49.09432856241862,93.98959350585938,0.7396214803059896,4.196806112925212,0.9900085926055908,0.002280281623825431,0.8727983782688776,0.38939497992396355,0.9900085926055908,0.0024261683768903217
39,58.578321059544884,116.76570002237956,20.476341883341473,36.73955790201823,0.7387362519900004,4.211074034372966,0.9939801692962646,0.002063478110358119,0.8726362064480782,0.3886171529690425,0.9939801692962646,0.0023393026009822884
40,53.4514799118042,106.51278940836589,21.495039621988933,38.811787923177086,0.7408882776896158,4.176387468973796,0.9963787794113159,0.0019108505609134834,0.872840349872907,0.38800786311427754,0.9963787794113159,0.002170850959373638
41,47.6894945303599,94.98923428853352,41.81962458292643,79.34875742594402,0.7339285810788473,4.288564523061116,0.9978237748146057,0.00192977845047911,0.8730177829662958,0.38775290300448734,0.9978237748146057,0.002005550268222578
42,42.072521686553955,83.75626214345296,59.161895751953125,113.99128977457683,0.7313186923662821,4.330631415049235,0.9986929297447205,0.0018707004686196644,0.8735328987240791,0.3868693932890892,0.9986929297447205,0.0019146652387765546
43,38.271647691726685,76.15554920832317,21.33162562052409,38.514418284098305,0.7427045106887817,4.14711316426595,0.9992151856422424,0.0017212985937173169,0.8734355941414833,0.3858920695881049,0.9992151856422424,0.0018553841752388205
44,33.90108561515808,67.41492454210918,12.387522061665853,20.643428802490234,0.7437728842099508,4.129892985026042,0.9995288848876953,0.0017222800912956397,0.8738572125633558,0.3854338663319747,0.9995288848876953,0.001813568247598596
45,31.42103060086568,62.45522586504618,12.105775833129883,19.968271255493164,0.7368437051773071,4.241578261057536,0.9997172355651855,0.0017026419906566541,0.8741777390241623,0.3850538296004136,0.9997172355651855,0.0017822817511235673
46,28.197313567002613,56.00883495807648,19.40359942118327,34.56786855061849,0.7370879252751669,4.237642129262288,0.9998303055763245,0.0016876733861863613,0.8744314735134443,0.3840417799850305,0.9998303055763245,0.0017513170071955149
47,24.54814604918162,48.7105720837911,20.52569643656413,36.628047943115234,0.7256715297698975,4.421652317047119,0.9998981356620789,0.0016927761413777869,0.8743570645650228,0.38399918749928474,0.9998981356620789,0.001721011115781342
48,22.076489408810932,43.76799710591634,9.945806185404459,15.585199673970541,0.7329212427139282,4.304801305135091,0.9999389052391052,0.0016115806065499783,0.874067078034083,0.3832889584203561,0.9999389052391052,0.0016928338203191136
49,21.00951425234477,41.634552121162415,9.362569491068522,14.576523462931315,0.7426892518997192,4.147113005320231,0.9999633431434631,0.00150280868789802,0.8744238416353861,0.3828246407210827,0.9999633431434631,0.001651985352509655
50,18.795575241247814,37.20694867769877,10.686303774515787,17.094120979309082,0.7346459031105042,4.277002493540446,0.9999780058860779,0.0014839325643454988,0.8750476886828741,0.3826036664346854,0.9999780058860779,0.001598007259114335
51,17.054409682750702,33.72573002179464,12.55250104268392,20.753655751546223,0.7301281889279684,4.349819342295329,0.9999867677688599,0.0015270758497839172,0.8749103347460429,0.3815460590024789,0.9999867677688599,0.0015435189561685547
52,15.961853921413422,31.54067023595174,21.317643483479817,38.35942713419596,0.7348137895266215,4.274296760559082,0.9999920725822449,0.001563949859701097,0.8750057270129522,0.38153139129281044,0.9999920725822449,0.0015061191127945979
53,14.195539911588034,28.008549332618713,9.842655817667643,15.585002581278482,0.745695968468984,4.098896662394206,0.999995231628418,0.0014131942686314385,0.8750934874018034,0.38106314713756245,0.999995231628418,0.0014674947548580046
54,13.338726679484049,26.295286893844604,11.529144605000814,19.04414176940918,0.7510378360748291,4.012795607248942,0.9999971389770508,0.001352032374901076,0.8752899840474129,0.38073742389678955,0.9999971389770508,0.0014290022809291258
55,12.75440271695455,25.12683602174123,11.741992632548014,19.25386683146159,0.7376373807589213,4.228786468505859,0.9999982714653015,0.001332304091192782,0.8754826734463373,0.3805670775473118,0.9999982714653015,0.0014023204857949167
56,12.991821467876434,25.60198477904002,17.414658228556316,30.634312947591145,0.7398199041684469,4.193607807159424,0.9999989867210388,0.0013963790843263268,0.8752079581220945,0.380273774266243,0.9999989867210388,0.001384492405729058
57,10.364834944407145,20.349020957946777,13.743522008260092,23.32506052652995,0.7418650984764099,4.160643418629964,0.9999994039535522,0.001339395724547406,0.8753357753157616,0.3792759378751119,0.9999994039535522,0.0013728528623081122
58,9.915659050146738,19.451365033785503,12.873619079589844,21.664352416992188,0.746764341990153,4.081676165262858,0.9999996423721313,0.0012093432790910204,0.8754082719484965,0.378595241655906,0.9999996423721313,0.0013578682070753227
59,10.695332725842794,21.010529398918152,15.217244784037272,26.362383524576824,0.7474359075228373,4.070852438608806,0.9999997615814209,0.0012536609234909217,0.8755246525009474,0.378792950262626,0.9999997615814209,0.0013429231621557847
60,8.9579106370608,17.536272923151653,6.8544487953186035,9.48869514465332,0.7382478515307108,4.2189459800720215,0.9999998807907104,0.001256337311739723,0.876213364303112,0.3782222606241703,0.9999998807907104,0.001326036125343914
61,9.330758810043335,18.281893809636433,7.37534221013387,10.582412083943685,0.7414682507514954,4.167039394378662,0.9999999403953552,0.0012323725192497175,0.8757326031724612,0.3783282972872257,0.9999999403953552,0.0012954609070826943
62,8.579211235046387,16.779553929964703,10.999709129333496,17.78737195332845,0.7387515107790629,4.210828145345052,0.9999999403953552,0.0012178646866232157,0.8761637707551321,0.37760696684320766,0.9999999403953552,0.0012615642044693232
63,7.867209871610005,15.355311393737793,11.211749394734701,18.30792299906413,0.7447344263394674,4.114394664764404,1.0,0.0011812126031145453,0.8759195680419604,0.3778636269271374,1.0,0.001244700431319264
64,10.291558563709259,20.204772750536602,14.082994143168131,23.930100123087566,0.7372710704803467,4.234690030415853,1.0,0.0011981191346421838,0.8755933319528898,0.3770952026049296,1.0,0.001249188794948471
65,8.572739442189535,16.767244776089985,8.900973320007324,13.645249366760254,0.7421855727831522,4.155476888020833,1.0,0.0012207133695483208,0.8755189205209414,0.37698251381516457,1.0,0.0012516193382907659
66,7.161402523517609,13.945119778315226,6.116575876871745,8.034834861755371,0.739606241385142,4.1970516840616865,1.0,0.001265376922674477,0.8766540735960007,0.3764384239912033,1.0,0.0012468085042200983
67,8.174608290195465,15.972207307815552,7.8880391120910645,11.581533432006836,0.7398351629575094,4.193361600240071,1.0,0.001183038461022079,0.8763431012630463,0.3757828076680501,1.0,0.0012263836979400367
68,7.407072464625041,14.437906742095947,9.385095278422037,14.465733210245768,0.7330128153165182,4.303324222564697,1.0,0.0011330941148723166,0.8765357881784439,0.37503886595368385,1.0,0.0011992602182241778
69,8.21705569823583,16.057618459065754,10.475388526916504,16.88424015045166,0.7477716604868571,4.065440098444621,1.0,0.0010961799416691065,0.876526248951753,0.37533333028356236,1.0,0.0011596964905038476
70,8.112129867076874,15.847460587819418,11.474787076314291,18.807782491048176,0.7431013385454813,4.140717029571533,1.0,0.0010741975856944919,0.8764632965127627,0.3756774192055066,1.0,0.0011217163507050525
71,6.604784349600474,12.834140857060751,12.7189302444458,21.319956461588543,0.7445818185806274,4.116854985555013,1.0,0.001049018814228475,0.8771348496278127,0.3743227596084277,1.0,0.0011051207693526521
72,7.46670929590861,14.557363192240397,6.632468064626058,9.149961153666178,0.7447649637858073,4.113903045654297,1.0,0.0010717168916016817,0.8768105159203211,0.37495168174306553,1.0,0.0011038249164509277
73,7.238940576712291,14.102844754854837,28.82659975687663,53.46216074625651,0.7400488456090292,4.18991740544637,1.0,0.001120955062409242,0.8769631385803223,0.37393026426434517,1.0,0.0011061604503386964
74,7.567326605319977,14.759462277094523,12.132345199584961,20.069992701212566,0.7398199041684469,4.193607807159424,1.0,0.0010901593680803974,0.8766159191727638,0.3740711597104867,1.0,0.0011196997220395133
75,6.751703381538391,13.127822915712992,5.5106574694315595,6.9381059010823565,0.746733824412028,4.0821685791015625,1.0,0.001040361976871888,0.876728485027949,0.3744727609058221,1.0,0.0011112619055590283
76,6.742915153503418,13.109949668248495,13.308851877848307,22.600709915161133,0.7508394320805868,4.015993754069011,1.0,0.0009995214447068672,0.8765987480680147,0.3747911987205346,1.0,0.0010893935686908662
77,6.971090992291768,13.566052873929342,7.092090765635173,10.038539250691732,0.7428571383158366,4.14465316136678,1.0,0.0009891103642682235,0.8771310249964396,0.3750816583633423,1.0,0.001047364004383174
78,7.489289124806722,14.603779991467794,13.349944114685059,22.6351801554362,0.7478785117467245,4.06371823946635,1.0,0.0009897996205836535,0.8769822120666504,0.3737907347579797,1.0,0.001007504065152413
79,6.282614131768544,12.189685543378195,8.177830378214518,12.244488398234049,0.7449938853581747,4.110212643941243,1.0,0.0009601504425518215,0.8762496138612429,0.3745562558372815,1.0,0.0009864199479731421
80,7.509052713712056,14.643350005149841,13.033097267150879,22.00445556640625,0.7480616569519043,4.060766061147054,1.0,0.0009732284621956447,0.8768696586290995,0.37376885364453,1.0,0.0009866026060384077
81,7.3090511957804365,14.243690848350525,8.609554608662924,13.006053924560547,0.7386752168337504,4.212057908376058,1.0,0.0009971231532593567,0.8773923963308334,0.37341709186633426,1.0,0.000994369528295162
82,7.471737086772919,14.569296677907309,5.3565443356831866,6.573861122131348,0.7432539661725363,4.138257185618083,1.0,0.000970572407823056,0.8773618787527084,0.37318455303708714,1.0,0.0009928827494150028
83,7.148332834243774,13.923104842503866,5.166532834370931,6.272339502970378,0.7481226921081543,4.059782346089681,1.0,0.0009433026037489375,0.8773637836178144,0.3725825386742751,1.0,0.0009783692585187964
84,7.0987222989400225,13.82393193244934,10.419035911560059,16.73132578531901,0.7452686230341593,4.105784893035889,1.0,0.000961274568301936,0.877176821231842,0.37255161876479786,1.0,0.0009609953849576414
85,6.808322479327519,13.243515531222025,9.241346995035807,14.412385940551758,0.7475274801254272,4.069375991821289,1.0,0.000932144932448864,0.8778674478332201,0.3721872779230277,1.0,0.000942119613076405
86,6.868951002756755,13.364964663982391,5.87575626373291,7.692056179046631,0.7481990257898966,4.058552106221517,1.0,0.0009042988531291485,0.8778445521990458,0.37201134363810223,1.0,0.0009259789367206395
87,6.6796595454216,12.986369887987772,5.6809013684590655,7.358710924784343,0.7516941626866659,4.002217451731364,1.0,0.0008744417185274264,0.8772378588716189,0.37203193207581836,1.0,0.0009173960958529884
88,7.453863302866618,14.534196217854818,5.408076127370198,6.7048336664835615,0.7449786265691122,4.110458691914876,1.0,0.0008599803356143335,0.8771749113996824,0.3726163258155187,1.0,0.0009141254631686024
89,7.285340785980225,14.197528004646301,6.580567359924316,9.002821286519369,0.7420634826024374,4.157445430755615,1.0,0.0008680839479590455,0.8773618762691816,0.3722442425787449,1.0,0.0009093176437697063
90,7.027291119098663,13.681599378585815,11.182163874308268,18.2502867380778,0.7448107600212097,4.113164901733398,1.0,0.0008760903535100321,0.8775831907987595,0.37208133935928345,1.0,0.0009015603718580678
91,7.095381925503413,13.818374216556549,6.428851127624512,8.840402921040853,0.7508089145024618,4.016485850016276,1.0,0.0008140247858439883,0.8774439071615537,0.37150540699561435,1.0,0.0008842307215672918
92,6.404398679733276,12.43648632367452,8.75461514790853,13.436591784159342,0.7473748524983724,4.071836471557617,1.0,0.0008017581421881914,0.8776175181070963,0.3714599534869194,1.0,0.0008511672131135128
93,6.7059489488601685,13.040091256300608,9.54574457804362,15.0663054784139,0.7503205140431722,4.024357795715332,1.0,0.0008259484699616829,0.8777758702635765,0.3709554560482502,1.0,0.0008511921429696182
94,6.987846354643504,13.60395073890686,15.672232309977213,27.26023228963216,0.7466575105985006,4.083398342132568,1.0,0.000833854292674611,0.8774191091458002,0.3708843377729257,1.0,0.0008575476822443306
95,6.668849249680837,12.96656103928884,7.522418181101481,10.928842226664225,0.7446886499722799,4.115133126576741,1.0,0.000860800229323407,0.877823568880558,0.37028899292151135,1.0,0.0008484586675573761
96,6.757913271586101,13.14505910873413,9.392217636108398,14.661076863606771,0.7442307670911154,4.122512499491374,1.0,0.0008464454440400004,0.8781001965204874,0.3699315811196963,1.0,0.0008359096318599768
97,6.679544289906819,12.988334139188131,33.12101618448893,62.214368184407554,0.7501678864161173,4.026817878087361,1.0,0.000846441873970131,0.8782127623756727,0.3699331382910411,1.0,0.0008213346591219306
98,7.1619261503219604,13.952478130658468,20.813668568929035,37.57953643798828,0.7489163478215536,4.046989997227986,1.0,0.0008103441796265543,0.8777110030253729,0.3705567518870036,1.0,0.0008175738548743539
99,7.046894232432048,13.720765471458435,19.42755635579427,34.68549728393555,0.7413614193598429,4.168761253356934,1.0,0.0008544281590729952,0.8775164112448692,0.372197466591994,1.0,0.0008254696343404552
100,6.493570923805237,12.615379015604654,31.068660100301106,58.010746002197266,0.7440323432286581,4.125711441040039,1.0,0.0008631579112261534,0.8784550502896309,0.370931393156449,1.0,0.0008313954482825162
101,7.92591921488444,15.480855782826742,4.642024993896484,5.163670539855957,0.7444139321645101,4.119560877482097,1.0,0.0008182225477260848,0.8780257975061735,0.37015507494409877,1.0,0.0008277042846505841
102,6.650567352771759,12.930501341819763,10.375442504882812,16.694247563680012,0.748366912206014,4.055845896402995,1.0,0.000791405230605354,0.8780753960212072,0.36981798087557155,1.0,0.0008152814795418332
103,6.999283095200856,13.628087917963663,4.3793206214904785,4.617633660634358,0.7431318759918213,4.140224774678548,1.0,0.0007828718322950105,0.8779819185535113,0.36967391272385913,1.0,0.0008042494106727341
104,7.716690540313721,15.063406964143118,10.368866602579752,16.663623174031574,0.7472832798957825,4.073312282562256,1.0,0.000798321949938933,0.8781097357471784,0.3691728102664153,1.0,0.0008012864588332983
105,6.2769898772239685,12.183762768904367,9.543774286905924,15.089475631713867,0.7519993782043457,3.997297445933024,1.0,0.0007756739505566657,0.8782604535420736,0.3694148076077302,1.0,0.0008021600830640333
106,7.003763059775035,13.637874881426493,3.9316414992014566,3.8051791985829673,0.7482753197352091,4.057321786880493,1.0,0.0007820801110938191,0.8781631588935852,0.3688430152833462,1.0,0.000808291501016356
107,6.357227265834808,12.345539291699728,19.784464518229168,35.51917394002279,0.7487942775090536,4.04895806312561,1.0,0.0007964978188586732,0.87872214615345,0.3681056921680768,1.0,0.0008095539208928434
108,6.088551918665568,11.808025022347769,4.636537075042725,5.221614519755046,0.7486874262491862,4.0506800810496015,1.0,0.0007798282507186135,0.8785714283585548,0.3682735102872054,1.0,0.0008052377476512144
109,6.571715037027995,12.774467726548513,5.09117062886556,6.1001613934834795,0.7467796007792155,4.081430594126384,1.0,0.000749015404532353,0.8783615678548813,0.36817463859915733,1.0,0.0007877337144842992
110,6.557799170414607,12.746764620145163,4.755625089009603,5.467957496643066,0.7491758068402609,4.042562087376912,1.0,0.0007308473577722907,0.8787374074260393,0.36806606377164525,1.0,0.0007676626579874816
111,6.535630524158478,12.702928145726522,5.472872734069824,6.829869111378987,0.7446733911832174,4.115133444468181,1.0,0.000742830530119439,0.8786382004618645,0.36757000784079236,1.0,0.00076299196856174
112,6.6151261528333025,12.862138470013937,7.6566619873046875,11.302715937296549,0.7512210011482239,4.009843746821086,1.0,0.0007643425099862119,0.8790235867102941,0.36734694615006447,1.0,0.0007669516732372964
113,6.67598952849706,12.984562476476034,12.526479085286459,21.036909103393555,0.7508852283159891,4.015255769093831,1.0,0.000793334833967189,0.8792067393660545,0.36663524185617763,1.0,0.0007812496502689706
114,7.481553018093109,14.596322337786356,7.775189558664958,11.493449211120605,0.7483516335487366,4.056092103322347,1.0,0.0008378914984253546,0.8790827244520187,0.3659785985946655,1.0,0.0008049838773634596
115,7.604249656200409,14.842013696829477,57.90375010172526,111.65973409016927,0.7427045106887817,4.146866639455159,1.0,0.0008987267889703313,0.8793097560604414,0.36567018553614616,1.0,0.0008154476163326763
116,6.849567770957947,13.332892735799154,43.455970764160156,82.81465403238933,0.7458485960960388,4.096436659495036,1.0,0.0008522015414200723,0.8794318561752638,0.36543602123856544,1.0,0.0008067895493392522
117,6.482663631439209,12.599106629689535,4.208710670471191,4.36965545018514,0.7489163676897684,4.046990076700847,1.0,0.0007760242830651501,0.8794490322470665,0.36541655162970227,1.0,0.0008040157529952315
118,7.263117770353953,14.159861127535502,16.75589116414388,29.520844141642254,0.7524267435073853,3.9901634057362876,1.0,0.0007749204329835871,0.8791151617964109,0.3655691382785638,1.0,0.0008053849329977917
119,6.444214383761088,12.52277104059855,4.574978510538737,5.175506114959717,0.7534645795822144,3.9736809730529785,1.0,0.0007699422033814093,0.8797428285082182,0.3648553937673569,1.0,0.0008023636085757365
